linterId,severity,objectName,message,value
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <420>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <444214-4997>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <447216-5877>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <459>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <468>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <473>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <493>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <5314>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <53488>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <5497>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <643536-6983>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <647535-8648>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <647539-6242>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <647541-1067>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <648535-6127>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <648537-8630>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <648539-9905>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <649534-0119>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <649538-7171>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <650536-1103>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <650537-4580>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <650537-8692>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <651534-3913>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <651536-4098>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <651537-2050>,bilan_adm.adresses_consolidees.nic
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <651539-2325>,bilan_adm.adresses_consolidees.nic
